23011	Клич победителя	70100	icon_skills.shout_tex	Энергичный клич победителя	icon_crest.e_crestpassivemprecoveryup_tex	+50% к количеству восстанавливаемых MP.
23012	Смерч	30100	icon_skills.sworddance_tex	Блистательный смерч	icon_crest.e_crestpassivempdown_tex	Снижает стоимость на 63 MP.
23013	Рывок	50100	icon_skills.dash_tex	Стремительный рывок	icon_crest.e_crestpassivecooltimedown_tex	Снижает время перезарядки на 25%.
23014	Удар в спину	60100	icon_skills.turnaroundattack_tex	Стремительный удар в спину	icon_crest.e_crestpassivecooltimedown_tex	Снижает время перезарядки на 15%.
23015	Клич победителя	70100	icon_skills.shout_tex	Стремительный клич победителя	icon_crest.e_crestpassivecooltimedown_tex	Снижает время перезарядки на 20%.
23016	Удар в сердце	120100	icon_skills.stingerblade_tex	Усиленный удар в сердце	icon_crest.e_crestpassiveattackup_tex	Повышает урон умения на 25%.
23017	Яростная атака	160100	icon_skills.ragingstrike_tex	Усиленная яростная атака	icon_crest.e_crestpassiveattackup_tex	Повышает урон умения на 25%.
23018	Удар с размаха	130100	icon_skills.flatblade_tex	Усиленный удар с размаха	icon_crest.e_crestpassiveattackup_tex	Повышает урон умения на 25%.
23019	Безрассудный рывок	170100	icon_skills.advancingleap_tex	Стремительный безрассудный рывок	icon_crest.e_crestpassivecooltimedown_tex	Снижает время перезарядки на 25%.
23020	Удар в прыжке	90100	icon_skills.downblow_tex	Блистательный удар в прыжке	icon_crest.e_crestpassivempdown_tex	Снижает стоимость на 50 MP.
23021	Клинок ветра	140100	icon_skills.tripleslash_tex	Блистательный клинок ветра	icon_crest.e_crestpassivempdown_tex	Снижает стоимость на 18 MP.
23022	Сотрясающий удар	150100	icon_skills.retreatingkick_tex	Блистательный сотрясающий удар	icon_crest.e_crestpassivempdown_tex	Снижает стоимость на 30 MP.
23023	Ответный удар	100100	icon_skills.risingattack_tex	Стремительный ответный удар	icon_crest.e_crestpassivecooltimedown_tex	Снижает время перезарядки на 20%.
23024	Рубящий удар	80100	icon_skills.cuttingslash_tex	Блистательный рубящий удар	icon_crest.e_crestpassivempdown_tex	Снижает стоимость на 70 MP.
23025	Упорство	190100	icon_skills.tenacity_tex	Стремительное упорство	icon_crest.e_crestpassivecooltimedown_tex	Снижает время перезарядки на 20%.
23026	Истощающий удар	210100	icon_skills.veinslash_tex	Усиленный истощающий удар	icon_crest.e_crestpassiveattackup_tex	Повышает урон умения на 25%.
23027	Хладнокровие	200100	icon_skills.destructionvigor_tex	Мастерское хладнокровие	icon_crest.e_crestpassivempdown_tex	Снижает стоимость на 50 MP.
23028	Удар в сердце	120100	icon_skills.stingerblade_tex	Неутомимый удар в сердце	icon_crest.e_crestactivecooltimereset_tex	35% вероятность сбросить время перезарядки.
23029	Клич победителя	70100	icon_skills.shout_tex	Несокрушимый клич победителя	icon_crest.e_crestactivedefenceup_tex	+20% выносливости на 10 секунд.
23030	Удар в спину	60100	icon_skills.turnaroundattack_tex	Полыхающий удар в спину	icon_crest.e_crestnextskillattackspeedup_tex	Ускоряет на 25% использование умения "Удар в сердце" на несколько секунд.
23031	Удар в спину	60100	icon_skills.turnaroundattack_tex	Полыхающий удар в спину	icon_crest.e_crestnextskillattackspeedup_tex	Ускоряет на 25% использование умения "Нокаутирующий удар" на несколько секунд.
23032	Яростная атака	160100	icon_skills.ragingstrike_tex	Полыхающая яростная атака	icon_crest.e_crestnextskillattackspeedup_tex	Ускоряет на 25% использование умения "Смерч" на несколько секунд.
23033	Яростная атака	160100	icon_skills.ragingstrike_tex	Восстанавливающая яростная атака	icon_crest.e_crestnextskillhpheal_tex	Немедленно восстанавливает 4% от общего количества HP при использовании умения "Удар с размаха".
23034	Истощающий удар	210100	icon_skills.veinslash_tex	Стремительный истощающий удар	icon_crest.e_crestpassivecooltimedown_tex	Снижает время перезарядки на 25%.
23035	Клинок ветра	140100	icon_skills.tripleslash_tex	Ошеломляющий клинок ветра	icon_crest.e_crestactiveattackspeeddown_tex	20% вероятность на 5 секунд понизить скорость атаки противника на 15%.
23036	Упорство	190100	icon_skills.tenacity_tex	Достойное упорство	icon_crest.e_crestactivereactionresist_tex	На 15 секунд повышает равновесие на 50%.
23037	Хладнокровие	200100	icon_skills.destructionvigor_tex	Полыхающее хладнокровие	icon_crest.e_crestnextskillattackspeedup_tex	Ускоряет на 25% использование умения "Удар в сердце" на несколько секунд.
23038	Уклонение	40100	icon_skills.tumbling_tex	Неутомимое уклонение	icon_crest.e_crestactivecooltimereset_tex	20% вероятность сбросить время перезарядки.
23039	Уклонение	40100	icon_skills.tumbling_tex	Лихое уклонение	icon_crest.e_crestnextskillattackup_tex	На 25% повышает урон умения "Яростная атака" на несколько секунд.
23040	Нокаутирующий удар	20100	icon_skills.handyslash_tex	Лихой нокаутирующий удар	icon_crest.e_crestnextskillattackup_tex	На 20% повышает урон умения "Рубящий удар" на несколько секунд.
23041	Нокаутирующий удар	20100	icon_skills.handyslash_tex	Защитный нокаутирующий удар	icon_crest.e_crestpassivereactionup_tex	Во время использования умения снижает получаемый урон на 50%.
23042	Сотрясающий удар	150100	icon_skills.retreatingkick_tex	Задерживающий сотрясающий удар	icon_crest.e_crestpassivedurationup_tex	Увеличивает продолжительность эффекта на 30%.
23043	Сотрясающий удар	150100	icon_skills.retreatingkick_tex	Полыхающий сотрясающий удар	icon_crest.e_crestnextskillattackspeedup_tex	Ускоряет на 25% использование умения "Удар в сердце" на несколько секунд.
23044	Сотрясающий удар	150100	icon_skills.retreatingkick_tex	Полыхающий сотрясающий удар	icon_crest.e_crestnextskillattackspeedup_tex	Ускоряет на 25% использование умения "Нокаутирующий удар" на несколько секунд.
23046	Рубящий удар	80100	icon_skills.cuttingslash_tex	Неутомимый рубящий удар	icon_crest.e_crestactivecooltimereset_tex	50% вероятность сбросить время перезарядки.
23047	Нокаутирующий удар	20100	icon_skills.handyslash_tex	Усиленный нокаутирующий удар	icon_crest.e_crestpassiveattackup_tex	Повышает урон умения на 25%.
23048	Удар с размаха	130100	icon_skills.flatblade_tex	Усиленный удар с размаха	icon_crest.e_crestpassiveattackup_tex	Повышает урон умения на 25%.
23049	Рубящий удар	80100	icon_skills.cuttingslash_tex	Блистательный рубящий удар	icon_crest.e_crestpassivempdown_tex	Снижает стоимость на 70 MP.
23050	Комбо-атака	10100	icon_skills.comboattack_tex	Быстрая комбо-атака	icon_crest.e_crestactiveattackspeedup_tex	10% вероятность на 10 секунд повысить скорость атаки на 15%.
23051	Истощающий удар	210100	icon_skills.veinslash_tex	Стремительный истощающий удар	icon_crest.e_crestpassivecooltimedown_tex	Снижает время перезарядки на 35%.
23052	Упорство	190100	icon_skills.tenacity_tex	Достойное упорство	icon_crest.e_crestactivereactionresist_tex	На 15 секунд удваивает равновесие.
23053	Упорство	190100	icon_skills.tenacity_tex	Стремительное упорство	icon_crest.e_crestpassivecooltimedown_tex	Снижает время перезарядки на 30%.
23054	Удар в спину	60100	icon_skills.turnaroundattack_tex	Полыхающий удар в спину	icon_crest.e_crestnextskillattackspeedup_tex	Ускоряет на 35% использование умения "Удар в сердце" на несколько секунд.
23055	Смерч	30100	icon_skills.sworddance_tex	Режущий смерч	icon_crest.e_crestpassivecriticalup_tex	Утраивает вероятность нанесения критического удара.
23056	Уклонение	40100	icon_skills.tumbling_tex	Лихое уклонение	icon_crest.e_crestpassiveattackup_tex	На 25% повышает урон умения "Удар в спину" на несколько секунд.
23057	Удар в сердце	120100	icon_skills.stingerblade_tex	Режущий удар в сердце	icon_crest.e_crestpassivecriticalup_tex	Утраивает вероятность нанесения критического удара.
23058	Концентрация силы	180100	icon_skills.gatheringstrength_tex	Режущая концентрация силы	icon_crest.e_crestpassivecriticalup_tex	Удваивает вероятность критического удара при следующей атаке.
23059	Концентрация силы	180100	icon_skills.gatheringstrength_tex	Форсированная концентрация силы	icon_crest.e_crestpassiveattackup_tex	Следующее атакующее умение наносит на 10% больше урона.
23060	Сотрясающий удар	150100	icon_skills.retreatingkick_tex	Быстрый сотрясающий удар	icon_crest.e_crestpassiveskillspeedup_tex	Повышает скорость атаки "Сотрясающего удара" на 25%.
23061	Выверенный удар	230100	icon_skills.cuthead_tex	Режущий выверенный удар	icon_crest.e_crestpassivecriticalup_tex	Утраивает шанс критического удара.
23062	Выверенный удар	230100	icon_skills.cuthead_tex	Усиленный выверенный удар	icon_crest.e_crestpassiveattackup_tex	Повышает урон умения на 25%.
23063	Яростная атака	160100	icon_skills.ragingstrike_tex	Усиленная яростная атака	icon_crest.e_crestpassiveattackup_tex	Повышает урон умения на 25%.
23064	Удар в спину	60100	icon_skills.turnaroundattack_tex	Стремительный удар в спину	icon_crest.e_crestpassivecooltimedown_tex	Снижает время перезарядки на 20%.
23065	Клинок ветра	140100	icon_skills.tripleslash_tex	Ошеломляющий клинок ветра	icon_crest.e_crestactiveattackspeeddown_tex	30% вероятность на 5 секунд понизить скорость атаки противника на 15%.
23066	Безрассудный рывок	170100	icon_skills.advancingleap_tex	Лихой безрассудный рывок	icon_crest.e_crestpassiveattackup_tex	На 25% повышает урон умения "Нокаутирующий удар" на несколько секунд.
23067	Потрошение	220100	icon_skills.jawbreaker_tex	Мощное потрошение	icon_crest.e_crestpassiveattackup_tex	Повышает наносимый умением урон на 25%.
23068	Потрошение	220100	icon_skills.jawbreaker_tex	Мощное потрошение	icon_crest.e_crestpassiveattackup_tex	Повышает наносимый умением урон на 25%.
23069	Потрошение	220100	icon_skills.jawbreaker_tex	Лихой рубящий удар	icon_crest.e_crestnextskillattackup_tex	На несколько секунд повышает урон умения "Рубящий удар" на 25%.
23070	Потрошение	220100	icon_skills.jawbreaker_tex	Стремительное потрошение	icon_crest.e_crestpassivecooltimedown_tex	+ 20% к скорости перезарядки умения.
23071	Потрошение	220100	icon_skills.jawbreaker_tex	Лихое потрошение	icon_crest.e_crestnextskillattackup_tex	На несколько секунд повышает урон умения "Выверенный удар" на 25%.
23072	Упорство	190100	icon_skills.tenacity_tex	Энергичное упорство	icon_crest.e_crestpassivepartympup_tex	50% вероятность восстановления 6% от общего количества MP каждую секунду.
24000	Блок топором	20100	icon_skills.weapondefence_tex	Искрометный блок топором	icon_crest.e_crestpassivempheal_tex	При успешном блоке восстанавливает 3% от MP.
24001	Блок топором	20100	icon_skills.weapondefence_tex	Пульсирующий блок топором	icon_crest.e_crestactiveattackup_tex	30% вероятность при успешном блоке на 5 секунд повысить силу на 20%.
24002	Громовой удар	30100	icon_skills.blastslash_tex	Режущий громовой удар	icon_crest.e_crestpassivecriticalup_tex	Удваивает вероятность критического удара.
24003	Вихрь	100100	icon_skills.whirlwind_tex	Режущий вихрь	icon_crest.e_crestpassivecriticalup_tex	Удваивает вероятность критического удара.
24004	Комбо-атака	10100	icon_skills.comboattack_tex	Режущая комбо-атака	icon_crest.e_crestpassivecriticalup_tex	Повышает вероятность критического удара на 90%.
24005	Громовой удар	30100	icon_skills.blastslash_tex	Искусный громовой удар	icon_crest.e_crestpassivepenaltydelete_tex	Снимает ограничения замедленного перемещения.
24006	Вихрь	100100	icon_skills.whirlwind_tex	Усиленный вихрь	icon_crest.e_crestpassiveattackup_tex	+12% к наносимому урону в случае заряда сверх максимального.
24007	Громовой удар	30100	icon_skills.blastslash_tex	Живительный громовой удар	icon_crest.e_crestpassivehpdown_tex	Снижает расход HP в случае заряда сверх максимального на 50%.
24008	Землетрясение	40100	icon_skills.bash_tex	Быстрое землетрясение	icon_crest.e_crestpassiveskillspeedup_tex	Повышает скорость атаки умения "Землетрясение" на 25%.
24009	Вихрь	100100	icon_skills.whirlwind_tex	Ускоренный вихрь	icon_crest.e_crestpassiveskillspeedup_tex	Повышает скорость зарядки на 25%.
24010	Насмешка	70100	icon_skills.shockingshout_tex	Ускоренная насмешка	icon_crest.e_crestpassiveskillspeedup_tex	Повышает скорость использования на 50%.
24011	Огненная ярость	80100	icon_skills.berserk_tex	Пульсирующая огненная ярость	icon_crest.e_crestactiveattackup_tex	30% вероятность на 20 секунд повысить силу еще на 10%.
24012	Ошеломляющий удар	60100	icon_skills.turnback_tex	Весомый ошеломляющий удар	icon_crest.e_crestnextskillmpdown_tex	На 63 MP снижает стоимость умения "Землетрясение" на несколько секунд.
24013	Землетрясение	40100	icon_skills.bash_tex	Усиленное землетрясение	icon_crest.e_crestpassiveattackup_tex	Повышает урон умения на 25%.
24015	Комбо-атака	10100	icon_skills.comboattack_tex	Энергичная комбо-атака	icon_crest.e_crestpassivemprecoveryup_tex	+15% к количеству восстанавливаемых MP.
24016	Клич победителя	90100	icon_skills.shout_tex	Энергичный клич победителя	icon_crest.e_crestpassivemprecoveryup_tex	+50% к количеству восстанавливаемых MP.
24017	Неудержимый гнев	120100	icon_skills.vitalconversion_tex	Живительный неудержимый гнев	icon_crest.e_crestpassivehpdown_tex	Снижает расход HP на 50%.
24018	Рывок	50100	icon_skills.dash_tex	Стремительный рывок	icon_crest.e_crestpassivecooltimedown_tex	Снижает время перезарядки на 25%.
24019	Ответный удар	130100	icon_skills.risingattack_tex	Стремительный ответный удар	icon_crest.e_crestpassivecooltimedown_tex	Снижает время перезарядки на 20%.
24020	Ошеломляющий удар	60100	icon_skills.turnback_tex	Стремительный ошеломляющий удар	icon_crest.e_crestpassivecooltimedown_tex	Снижает время перезарядки на 20%.
24021	Удар в прыжке	110100	icon_skills.downattack_tex	Усиленный удар в прыжке	icon_crest.e_crestpassiveattackup_tex	Повышает урон умения на 25%.
24022	Удар вампира	150100	icon_skills.vampiricstrike_tex	Усиленный удар вампира	icon_crest.e_crestpassiveattackup_tex	Повышает урон умения на 25%.
24023	Ураган ударов	170100	icon_skills.gatheringrage_tex	Задерживающий ураган ударов	icon_crest.e_crestpassivedurationup_tex	Увеличивает продолжительность эффекта на 30%.
24024	Ужасающий крик	160100	icon_skills.piercingshout_tex	Тест	icon_skills.voidtrap_tex	Нет эффекта
24026	Клич победителя	90100	icon_skills.shout_tex	Стремительный клич победителя	icon_crest.e_crestpassivecooltimedown_tex	Снижает время перезарядки на 30%.
24027	Ответный удар	130100	icon_skills.risingattack_tex	Усиленный ответный удар	icon_crest.e_crestpassiveattackup_tex	Повышает урон умения на 25%.
24028	Кровожадность	210100	icon_skills.fury_tex	Блистательная кровожадность	icon_crest.e_crestpassivempdown_tex	Снижает стоимость на 150 MP.
24029	Упорство	190100	icon_skills.tenacity_tex	Стремительное упорство	icon_crest.e_crestpassivecooltimedown_tex	Снижает время перезарядки на 20%.
24030	Неотвратимый рок	200100	icon_skills.murderousvent_tex	Стремительный неотвратимый рок	icon_crest.e_crestpassivecooltimedown_tex	Снижает время перезарядки на 20%.
24031	Клич победителя	90100	icon_skills.shout_tex	Весомый клич победителя	icon_crest.e_crestnextskillmpdown_tex	На 75 MP снижает стоимость умения "Рывок" на несколько секунд.
24032	Смертельный удар	180100	icon_skills.soulstrike_tex	Усиленный смертельный удар	icon_crest.e_crestpassiveattackup_tex	Повышает урон умения на 25%.
24033	Неотвратимый рок	200100	icon_skills.murderousvent_tex	Весомый неотвратимый рок	icon_crest.e_crestnextskillmpdown_tex	На 63 MP снижает стоимость умения "Землетрясение" на несколько секунд.
24034	Насмешка	70100	icon_skills.shockingshout_tex	Тест	icon_skills.voidtrap_tex	Нет эффекта
24035	Насмешка	70100	icon_skills.shockingshout_tex	Лихая насмешка	icon_crest.e_crestnextskillattackup_tex	На 25% повышает урон умения "Ошеломляющий удар" на несколько секунд.
24036	Неудержимый гнев	120100	icon_skills.vitalconversion_tex	Значительный неудержимый гнев	icon_crest.e_crestactivereactionup_tex	На 20 секунд повышает вероятность опрокидывания противника на 10%.
24037	Неудержимый гнев	120100	icon_skills.vitalconversion_tex	Неистовый неудержимый гнев	icon_crest.e_crestactiveinvokeskill_tex	25% вероятность активировать "Ураган ударов I".
24038	Огненная ярость	80100	icon_skills.berserk_tex	Проворная огненная ярость	icon_crest.e_crestactivespeedup_tex	На 15 секунд увеличивает скорость перемещения в бою на 20.
24039	Ужасающий крик	160100	icon_skills.piercingshout_tex	Лихой ужасающий крик	icon_crest.e_crestnextskillattackup_tex	На 25% повышает урон умения "Ошеломляющий удар" на несколько секунд.
24040	Удар в прыжке	110100	icon_skills.downattack_tex	Неутомимый удар в прыжке	icon_crest.e_crestactivecooltimereset_tex	30% вероятность сбросить время перезарядки.
24041	Неотвратимый рок	200100	icon_skills.murderousvent_tex	Задерживающий неотвратимый рок	icon_crest.e_crestpassivedurationup_tex	Увеличивает продолжительность эффекта на 30%.
24042	Неотвратимый рок	200100	icon_skills.murderousvent_tex	Полыхающий неотвратимый рок	icon_crest.e_crestnextskillattackspeedup_tex	Ускоряет на 25% использование умения "Землетрясение" на несколько секунд.
24043	Неотвратимый рок	200100	icon_skills.murderousvent_tex	Тест	icon_skills.voidtrap_tex	Нет эффекта
24044	Упорство	190100	icon_skills.tenacity_tex	Достойное упорство	icon_crest.e_crestactivereactionresist_tex	На 15 секунд повышает равновесие на 50%.
24045	Смертельный удар	180100	icon_skills.soulstrike_tex	Искусный смертельный удар	icon_crest.e_crestpassivepenaltydelete_tex	Снимает ограничения замедленного перемещения.
24046	Удар в прыжке	110100	icon_skills.downattack_tex	Полыхающий удар в прыжке	icon_crest.e_crestnextskillattackspeedup_tex	Ускоряет на 30% использование умения "Смертельный удар" на несколько секунд.
24047	Ошеломляющий удар	60100	icon_skills.turnback_tex	Полыхающий ошеломляющий удар	icon_crest.e_crestnextskillattackspeedup_tex	Ускоряет на 30% зарядку умения "Громовой удар" на несколько секунд.
24048	Громовой удар	30100	icon_skills.blastslash_tex	Режущий громовой удар	icon_crest.e_crestpassivecriticalup_tex	Удваивает вероятность критического удара.
24049	Громовой удар	30100	icon_skills.blastslash_tex	Искусный громовой удар	icon_crest.e_crestpassivepenaltydelete_tex	Снимает ограничения замедленного перемещения.
24050	Землетрясение	40100	icon_skills.bash_tex	Быстрое землетрясение	icon_crest.e_crestpassiveskillspeedup_tex	Повышает скорость атаки умения "Землетрясение" на 25%.
24051	Громовой удар	30100	icon_skills.blastslash_tex	Живительный громовой удар	icon_crest.e_crestpassivehpdown_tex	Снижает расход HP на 50%.
24052	Вихрь	100100	icon_skills.whirlwind_tex	Ускоренный вихрь	icon_crest.e_crestpassiveskillspeedup_tex	Повышает скорость зарядки на 25%.
24053	Землетрясение	40100	icon_skills.bash_tex	Усиленное землетрясение	icon_crest.e_crestpassiveattackup_tex	Повышает урон умения на 25%.
24054	Упорство	190100	icon_skills.tenacity_tex	Достойное упорство	icon_crest.e_crestactivereactionresist_tex	На 15 секунд удваивает равновесие.
24055	Насмешка	70100	icon_skills.shockingshout_tex	Ускоренная насмешка	icon_crest.e_crestpassiveskillspeedup_tex	Повышает скорость использования на 50%.
24056	Неотвратимый рок	200100	icon_skills.murderousvent_tex	Полыхающий неотвратимый рок	icon_crest.e_crestnextskillattackspeedup_tex	Ускоряет на 30% использование умения "Землетрясение" на несколько секунд.
24057	Клич победителя	90100	icon_skills.shout_tex	Несокрушимый клич победителя	icon_crest.e_crestactivedefenceup_tex	+16 к выносливости на 12 секунд.
24058	Рывок	50100	icon_skills.dash_tex	Неутомимый рывок	icon_crest.e_crestactivecooltimereset_tex	35% вероятность сбросить время перезарядки.
24059	Удар в прыжке	110100	icon_skills.downattack_tex	Режущий удар в прыжке	icon_crest.e_crestpassivecriticalup_tex	Удваивает вероятность критического удара.
24060	Упорство	190100	icon_skills.tenacity_tex	Восстанавливающее упорство	icon_crest.e_crestpassivehpheal_tex	Немедленно восстанавливает 12% от общего количества HP.
24061	Упорство	190100	icon_skills.tenacity_tex	Энергичное упорство	icon_crest.e_crestpassivemprecoveryup_tex	50% вероятность восстановления 6% от общего количества MP каждую секунду.
24062	Ответный удар	130100	icon_skills.risingattack_tex	Свирепый ответный удар	icon_crest.e_crestpassivehpattackup_tex	Ваш урон растет по мере снижения вашего количества HP (срабатывает до 4 раз).
24063	Обманный удар	240100	icon_skills.ribbreaker_tex	Усиленный обманный удар	icon_crest.e_crestpassiveattackup_tex	Повышает урон умения на 25%.
24064	Обманный удар	240100	icon_skills.ribbreaker_tex	Режущий обманный удар	icon_crest.e_crestpassivecriticalup_tex	Удваивает вероятность критического удара.
24065	Блок топором	20100	icon_skills.weapondefence_tex	Искрометный блок топором	icon_crest.e_crestpassivemprecoveryup_tex	При успешном блоке восстанавливает 3% от MP.
24066	Вихрь	100100	icon_skills.whirlwind_tex	Режущий вихрь	icon_crest.e_crestpassivecriticalup_tex	Удваивает вероятность критического удара.
24067	Громовой удар	30100	icon_skills.blastslash_tex	Быстрый громовой удар	icon_crest.e_crestnextskillattackspeedup_tex	Повышает скорость зарядки на 25%.
24068	Ошеломляющий удар	60100	icon_skills.turnback_tex	Неутомимый ошеломляющий удар	icon_crest.e_crestactivecooltimereset_tex	35% вероятность сбросить время перезарядки.
24069	Неразрушимость	270100	icon_skills.selfbuff_tex	Стремительная неразрушимость	icon_crest.e_crestpassivecooltimedown_tex	+ 20% к скорости перезарядки умения.
24070	Неразрушимость	270100	icon_skills.selfbuff_tex	Стремительная неразрушимость	icon_crest.e_crestpassivecooltimedown_tex	+ 20% к скорости перезарядки умения.
24071	Неразрушимость	270100	icon_skills.selfbuff_tex	Задерживающая неразрушимость	icon_crest.e_crestpassivedurationup_tex	+20% к продолжительности эффекта.
24072	Разрушение	230100	icon_skills.sideslash_tex	Полыхающий громовой удар	icon_crest.e_crestnextskillattackspeedup_tex	Ускоряет на 25% использование умения "Громовой удар" на несколько секунд.
24073	Разрушение	230100	icon_skills.sideslash_tex	Энергичное разрушение	icon_crest.e_crestpassivempdown_tex	+20% к количеству восстанавливаемых MP.
24074	Разрушение	230100	icon_skills.sideslash_tex	Стремительное разрушение	icon_crest.e_crestpassivecooltimedown_tex	+ 25% к скорости перезарядки умения.
24075	Подножка	220100	icon_skills.throwaxe_tex	Блистательная подножка	icon_crest.e_crestpassivempdown_tex	-150 MP к стоимости.
24076	Подножка	220100	icon_skills.throwaxe_tex	Проворная подножка	icon_crest.e_crestpassivechargemove_tex	На 15 секунд увеличивает скорость перемещения в бою на 20.
24077	Подножка	220100	icon_skills.throwaxe_tex	Режущая подножка	icon_crest.e_crestpassivecriticalup_tex	Удваивает вероятность критического удара.
24078	Разрушение	230100	icon_skills.sideslash_tex	Быстрое разрушение	icon_crest.e_crestpassiveaggroup_tex	Повышает скорость использования на 25%.
24080	Блок топором	20100	icon_skills.weapondefence_tex	Лихой блок топором	icon_crest.e_crestnextskillattackup_tex	На несколько секунд на 25% повышает урон умения "Контрудар топором".
24081	Блок топором	20100	icon_skills.weapondefence_tex	Весомый блок топором	icon_crest.e_crestnextskillmpdown_tex	На несколько секунд снижает стоимость умения "Контрудар топором" на 115 MP.
24082	Контрудар топором	300100	icon_skills.determinationofadvance_tex	Угрожающий контрудар топором	icon_crest.e_crestpassiveaggroup_tex	Дает 100% дополнительной агрессии.
24083	Карающий удар	320100	icon_skills.upperslashcombo_tex	Блистательный карающий удар	icon_crest.e_crestpassivempdown_tex	Снижает стоимость на 25 MP.
24084	Карающий удар	320100	icon_skills.upperslashcombo_tex	Угрожающий карающий удар	icon_crest.e_crestpassiveaggroup_tex	Дает 100% дополнительной агрессии.
24085	Уклонение	290100	icon_skills.tumbling_tex	Стремительное уклонение	icon_crest.e_crestpassivecooltimedown_tex	Снижает время перезарядки на 25%.
24086	Огненная ярость	80100	icon_skills.berserk_tex	Угрожающая огненная ярость	icon_crest.e_crestpassiveaggroup_tex	Дает 20% дополнительной агрессии.
24087	Огненная ярость	80100	icon_skills.berserk_tex	Блистательная огненная ярость	icon_crest.e_crestpassivempdown_tex	Снижает стоимость на 60 MP.
24088	Подавление	310100	icon_skills.assaultattack_tex	Усиленное подавление	icon_crest.e_crestpassiveattackup_tex	Повышает урон умения на 25%.
24089	Неудержимый гнев	120100	icon_skills.vitalconversion_tex	Стремительный неудержимый гнев	icon_crest.e_crestpassivecooltimedown_tex	Снижает время перезарядки на 25%.
24090	Подавление	310100	icon_skills.assaultattack_tex	Стремительное подавление	icon_crest.e_crestpassivecooltimedown_tex	Снижает время перезарядки на 20%.
24091	Подавление	310100	icon_skills.assaultattack_tex	Проворное подавление	icon_crest.e_crestactivespeedup_tex	На 7 секунд повышает скорость перемещения в бою на 10.
25000	Огненный шар	10100	icon_skills.fireball_tex	Дальнобойный огненный шар	icon_crest.e_crestpassiverangeup_tex	Увеличивает дальность на 3 метра.
25001	Отступление	70100	icon_skills.backstep_tex	Резкое отступление	icon_crest.e_crestactiveinvokeskill_tex	20% вероятность вызвать "Клятву силы".
25003	Огненный взрыв	60100	icon_skills.hellfire_tex	Ускоренный огненный взрыв	icon_crest.e_crestpassiveskillspeedup_tex	Повышает скорость использования на 17%.
25004	Магический барьер	100100	icon_skills.manashield_tex	Пульсирующий магический барьер	icon_crest.e_crestactiveattackup_tex	+ 10% к силе на 15 секунд.
25005	Магический барьер	100100	icon_skills.manashield_tex	Несокрушимый магический барьер	icon_crest.e_crestactivedefenceup_tex	+ 20% к выносливости на 15 секунд.
25006	Печать молний	30100	icon_skills.shocktrap_tex	Лихая печать молний	icon_crest.e_crestnextskillattackup_tex	На 20% повышает урон умения "Огненный взрыв" на несколько секунд.
25009	Восстановление маны	50100	icon_skills.mpcondensing_tex	Энергичное восстановление маны	icon_crest.e_crestpassivemprecoveryup_tex	+10% к количеству восстанавливаемых MP.
25010	Клятва силы	90100	icon_skills.kicharge_tex	Стремительная клятва силы	icon_crest.e_crestpassivecooltimedown_tex	Снижает время перезарядки на 30%.
25011	Магический барьер	100100	icon_skills.manashield_tex	Стремительный магический барьер	icon_crest.e_crestpassivecooltimedown_tex	Снижает время перезарядки на 20%.
25012	Разрушающий луч	120100	icon_skills.lightofruin_tex	Стремительный разрушающий луч	icon_crest.e_crestpassivecooltimedown_tex	Снижает время перезарядки на 20%.
25013	Осколок льда	20100	icon_skills.icicle_tex	Стремительный осколок льда	icon_crest.e_crestpassivecooltimedown_tex	Снижает время перезарядки на 30%.
25014	Печать молний	30100	icon_skills.shocktrap_tex	Блистательная печать молний	icon_crest.e_crestpassivempdown_tex	Снижает стоимость на 100 MP.
25015	Разрушающий луч	120100	icon_skills.lightofruin_tex	Блистательный разрушающий луч	icon_crest.e_crestpassivempdown_tex	Снижает стоимость на 250 MP.
25017	Огненный взрыв	60100	icon_skills.hellfire_tex	Блистательный огненный взрыв	icon_crest.e_crestpassivempdown_tex	Снижает стоимость на 250 MP.
25018	Проклятие разложения	160100	icon_skills.disease_tex	Задерживающее проклятие разложения	icon_crest.e_crestpassivedurationup_tex	Увеличивает продолжительность эффекта на 40%.
25019	Огненный столп	80100	icon_skills.auraburn_tex	Усиленный огненный столп	icon_crest.e_crestpassiveattackup_tex	Повышает урон умения на 25%.
25021	Извлечение маны	0		Осколок символа прошлого	icon_skills.voidtrap_tex	Этот старинный расколотый символ больше не используется.
25022	Сон разума	130100	icon_skills.sleepwind_tex	Задерживающий сон разума	icon_crest.e_crestpassivedurationup_tex	Увеличивает продолжительность эффекта на 25%.
25023	Кража маны	190100	icon_skills.manaextortion_tex	Энергичная кража маны	icon_crest.e_crestpassivemprecoveryup_tex	+10% к количеству восстанавливаемых MP.
25025	Огненная завеса	200100	icon_skills.trackinginferno_tex	Блистательная огненная завеса	icon_crest.e_crestpassivempdown_tex	Снижает стоимость на 150 MP.
25026	Магмовая бомба	110100	icon_skills.howitzer_tex	Блистательная магмовая бомба	icon_crest.e_crestpassivempdown_tex	Снижает стоимость на 100 MP.
25027	Печать боли	170100	icon_skills.blastmine_tex	Блистательная печать боли	icon_crest.e_crestpassivempdown_tex	Снижает стоимость на 75 MP.
